board_name,url,Overall Rating,Riding Style,Riding Level,Fits Boot size (US),Manufactured in,Shape,Camber Profile,Stance,Approx. Weight,Powder,Turning Experience,Carving,Speed,Uneven Terrain,Switch,Jumps,Jibbing,Pipe,year,gender,id
Nitro Fury,https://thegoodride.com/snowboard-reviews/nitro-fury-quiver-2019-snowboard-review,Loved it!,All Mountain Freestyle,Advanced - Expert,8-10,None,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Average,Great,Great,Good,Good,Excellent,Excellent,Average,Excellent,['2019'],mens,PNCjCAAfEEL7xVQ8NoT+laKHLyI=
Nitro Mountain,https://thegoodride.com/snowboard-reviews/nitro-mountain-2016-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,10-12,None,Tapered Directional,Mostly Camber,Setback -15mm,Feels Normal,Good,Great,Great,Great,Average,Poor,Good,Poor,Good,"['2016', '2018']",mens,GGXFN7xhPSrlQO1n4tikMypaXsw=
Nitro Quiver Cannon 173,https://thegoodride.com/snowboard-reviews/nitro-quiver-cannon-173-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Heavy,Great,Excellent,Great,Excellent,Average,Poor,Average,Poor,Poor,['2020'],mens,X79py8yrTskvFt84Xm8zD5MTFww=
Nitro Quiver Cannon 203,https://thegoodride.com/snowboard-reviews/nitro-quiver-cannon-203-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Heavy,Excellent,Great,Great,Excellent,Average,Poor,Average,Poor,Poor,['2020'],mens,TRuHvfMRB4zvOsJn8yhhMPSxGf8=
Nitro Quiver Squash,https://thegoodride.com/snowboard-reviews/nitro-quiver-squash-2018-snowboard-review,Pretty Good,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Good,Good,Great,Great,Average,Poor,Good,Poor,Average,['2018'],mens,3QVkA/OUlMaiaaigtFmltzLS6bA=
Nitro Santoku,https://thegoodride.com/snowboard-reviews/nitro-santoku-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",None,True Twin,Traditional Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Great,Good,Good,['2020'],mens,vANt+aWz7ORoxq7mF6j6wr3hlFM=
Nitro Slash,https://thegoodride.com/snowboard-reviews/nitro-slash-quiver-2019-snowboard-review,Liked it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Good,Average,Good,Average,Good,['2019'],mens,eoL4LQPiOKCaKYmF6FL5P5x4wak=
Nitro  Team,https://thegoodride.com/snowboard-reviews/nitro-team-2010-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",None,Directional Twin,Traditional Camber,Setback -15mm,Feels Normal,Poor,Great,Great,Great,Good,Great,Great,Good,Great,"['2010', '2020']",mens,22BKyMPqaqO6Tq7trxjj58vMx/Y=
Nitro Team Gullwing,https://thegoodride.com/snowboard-reviews/nitro-team-gullwing-2011-2018-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, > 12",None,Directional Twin,Hybrid Rocker,Setback -15mm,Feels Normal,Good,Good,Good,Good,Good,Good,Good,Good,Good,"['2011', '2018']",mens,HYMEj8loO2XQHHve/5r+41KgiBQ=
Nitro Woodcarver,https://thegoodride.com/snowboard-reviews/nitro-woodcarver-2018-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback -20mm,Feels Normal,Good,Excellent,Excellent,Great,Good,Average,Good,Poor,Good,['2018'],mens,1n/kKM+uYhRwvpg+6IZ9zDv6vGM=
OZ ATS,https://thegoodride.com/snowboard-reviews/oz-ats-snowboard-review,Pretty Good,All Mountain Freestyle,Beginner - Expert,8-10,USA-Colorado,Asymmetrical Twin,Flat to Rocker,Centered,Feels Normal,Average,Average,Average,Good,Great,Excellent,Good,Good,Good,[],mens,duWymjWFH+U9cL8/tbcBeEGvHUs=
OZ Custom Woody,https://thegoodride.com/snowboard-reviews/oz-custom-woody-2016-2018-snowboard-review,Loved it!,All Mountain,Intermediate - Expert,"8-10, 10-12",USA by OZ,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Great,Great,Excellent,Average,Great,"['2016', '2018']",mens,TghKQn1lghm4zzyndp1iVi4orzY=
OZ Fantasy Blaster,https://thegoodride.com/snowboard-reviews/oz-fantasy-blaster-snowboard-review,None,Freeride,Intermediate - Expert,"8-10, 10-12",USA-Colorado,Tapered Directional,Flat to Rocker,Setback over 20mm,Feels Normal,Great,Average,Average,Great,Great,Average,Good,Good,Good,[],mens,6rZHSPiDIGQwy6EoL9US34GMZRI=
OZ Woody,https://thegoodride.com/snowboard-reviews/oz-woody-2015-2017-snowboard-review,Loved it!,All Mountain,Advanced - Expert,"8-10, 10-12",USA-Colorado,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Great,Great,Great,Excellent,Average,Great,"['2015', '2017']",mens,JYn7vUzApkHB6QRgLYfn46CYFvc=
Prior Legacy,https://thegoodride.com/snowboard-reviews/prior-legacy-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",Canada by Prior,Tapered Directional,Directional Camber,Centered,Feels Normal,Great,Great,Great,Great,Average,Poor,Good,Poor,Poor,"['2019', '2020']",mens,mz0WjKXDoTwe2cAETFH6ngvI7KQ=
Prior Slasher,https://thegoodride.com/snowboard-reviews/prior-slasher-2019-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,8-10,Canada by Prior,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Great,Great,Great,Great,Good,Poor,Good,Poor,Good,"['2019', '2020']",mens,Dp0Uce6LGuBgeGLEMZdgXhJyoDU=
Prior Spearhead,https://thegoodride.com/snowboard-reviews/prior-spearhead-2020-2021-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",Canada by Prior,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Great,Great,Average,Good,Poor,Average,"['2020', '2021']",mens,WbUWy+u9yC+eICtB8kNWfDwipx0=
Prior Wildcard,https://thegoodride.com/snowboard-reviews/prior-wildcard-2019-2020-snowboard-review,None,All Mountain Freestyle,Beginner - Expert,"< 8, 8-10, 10-12",Canada by Prior,True Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Great,Great,Great,Good,Great,"['2019', '2020']",mens,aP7bW02uGKVhiawAw7u7zgLrNIc=
Ride Algorhythm,https://thegoodride.com/snowboard-reviews/ride-algorhythm-2020-snowboard-review,None,All Mountain,Intermediate - Expert,"8-10, 10-12",China,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Good,Good,Great,Great,Good,Good,Great,['2020'],mens,ehMM5rj2yTEZ+1XHZCprE7/RYVc=
Ride  Berzerker,https://thegoodride.com/snowboard-reviews/ride-berzerker-2012-2020-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,"8-10, 10-12, > 12",China,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Great,Great,Great,Average,Good,Poor,Great,"['2012', '2020']",mens,PyegC9pBrYycme0MZR/ah0p2MQk=
Ride Burnout,https://thegoodride.com/snowboard-reviews/ride-burnout-2020-snowboard-review,None,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Great,Average,Great,['2020'],mens,5fJ8dsqEZsXLLIEMfyjSngx1xNk=
Ride Crook,https://thegoodride.com/snowboard-reviews/ride-crook-review-and-buying-advice,Liked it!,Freestyle,Beginner - Expert,"8-10, 10-12",China,True Twin,Flat to Rocker,Centered,Feels Light,Average,Average,Average,Average,Average,Great,Good,Great,Average,[],mens,M+4V+qiTazoV2dT73dcjUdM9RIU=
Ride Helix,https://thegoodride.com/snowboard-reviews/ride-helix-2015-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,Asymmetrical Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Good,Excellent,Great,Average,Great,"['2015', '2019']",mens,N58uWtCOG0BXvCfmzk+okl4wzUA=
Ride Kink,https://thegoodride.com/snowboard-reviews/ride-kink-2018-2019-snowboard-review,Loved it!,Jib / Street,Beginner - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Poor,Average,Average,Average,Good,Great,Good,Excellent,Average,"['2018', '2019']",mens,LtRV2JvQV05gddMX6P5ROyov3N8=
Ride Machete,https://thegoodride.com/snowboard-reviews/ride-machete-2010-2019-snowboard-review,Pretty Good,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Great,Excellent,Great,Good,Average,Good,"['2010', '2019']",mens,AWuJFfgHBOkpQG+qmc+VBpGudFc=
Ride Machete GT,https://thegoodride.com/snowboard-reviews/ride-machete-gt-2013-2019-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Average,Great,Average,Good,"['2013', '2019']",mens,bX3PUMPLwtFD3YaL8Wrqqo7trS8=
Ride Mtnpig,https://thegoodride.com/snowboard-reviews/ride-mtnpig-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Great,Great,Great,Good,Good,Poor,Good,['2019'],mens,48wLviZJAoTfr/rX/oBhWpxZVsU=
Ride Superpig,https://thegoodride.com/snowboard-reviews/ride-superpig-2020-snowboard-review,Not for us,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",China,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Good,Great,Good,Good,Good,Great,Average,Average,['2020'],mens,FP2uIUfDV+oFvbqizzmpA3tiD10=
Ride Timeless,https://thegoodride.com/snowboard-reviews/ride-timeless-2017-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12, > 12",China,Tapered Directional,Directional Camber,Setback -20mm,Feels Light,Great,Great,Great,Excellent,Good,Average,Good,Poor,Good,"['2017', '2019']",mens,Qm6uFDYoM7B6KTEZWd5pUWKBlIs=
Ride Twinpig,https://thegoodride.com/snowboard-reviews/ride-twinpig-2019-2020-snowboard-review,Loved it!,Freestyle,Beginner - Expert,"< 8, 8-10, 10-12, > 12",China,Asymmetrical Twin,Hybrid Camber,Centered,Feels Light,Good,Great,Good,Good,Good,Excellent,Great,Good,Good,"['2019', '2020']",mens,ONFJIPfMhcLDVBM1VY0X0+ZEgzk=
Ride Warpig,https://thegoodride.com/snowboard-reviews/ride-warpig-2017-2019-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,"< 8, 8-10, 10-12, > 12",China,Tapered Directional,Flat to Rocker,Centered,Feels Light,Good,Good,Good,Average,Good,Good,Good,Good,Average,"['2017', '2019']",mens,F1JibMFlNyY//6R5J0Orlovq0hg=
Ride Wild Life,https://thegoodride.com/snowboard-reviews/ride-wild-life-2013-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12, > 12",China,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Good,Good,Great,Good,Good,Good,Average,Good,"['2013', '2019']",mens,VuPUoEvPEXJGzOaUtbvm/inbPOw=
Rome  Agent Rocker,https://thegoodride.com/snowboard-reviews/rome-agent-rocker-2010-2017-review,Liked it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",Taiwan,Twinish,Mostly Camber,Centered,Feels Normal,Poor,Excellent,Excellent,Great,Good,Good,Great,Average,Great,"['2010', '2017']",mens,Ep5qE6wH6jKzvD39yN7jGW+SyoQ=
Rome Blur,https://thegoodride.com/snowboard-reviews/rome-blur-2017-snowboard-review,Liked it!,All Mountain,Advanced - Expert,8-10,Taiwan,Directional,Mostly Camber,Setback -20mm,Feels Light,Average,Great,Great,Great,Good,Average,Good,Poor,Great,['2017'],mens,GT3tRMO5IvCTnnNEmqU4JX/SFh0=
Rome Marshal,https://thegoodride.com/snowboard-reviews/rome-marshal-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan,Directional Twin,Flat,Centered,Feels Normal,Poor,Good,Good,Great,Good,Great,Great,Good,Good,['2018'],mens,0lBFYQzD0haZcA24ydsU9Fvx4XU=
Rome Mod Rocker,https://thegoodride.com/snowboard-reviews/rome-mod-rocker-2012-2018-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan,True Twin,Flat to Rocker,Centered,Feels Light,Average,Average,Average,Good,Good,Great,Great,Good,Good,"['2012', '2018']",mens,IatARIGEX0lhe9vNN6SrawCxyjU=
Rome Mountain Division,https://thegoodride.com/snowboard-reviews/rome-mountain-division-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",Canada,Directional,Mostly Camber,Centered,Feels Light,Good,Great,Great,Great,Good,Average,Good,Poor,Good,[],mens,MAlRiY7nrHrAtj3eNkwjHo7rORM=
Rome National,https://thegoodride.com/snowboard-reviews/rome-national-2018-2020-snowboard-review,Pretty Good,All Mountain,Intermediate - Expert,"8-10, 10-12",None,Directional Twin,Mostly Camber,Centered,Feels Normal,Average,Great,Great,Good,Good,Great,Great,Average,Good,"['2018', '2020']",mens,Hn+F8IT3JLN4mnGepDA4mOVek1E=
Rome Powder Division MT,https://thegoodride.com/snowboard-reviews/rome-powder-division-mt-2017-2019-snowboard-review,Loved it!,Alternative Freeride,Advanced - Expert,"8-10, 10-12",Canada,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Good,Great,Poor,Good,Average,Average,"['2017', '2019']",mens,vH+R6wAv0lMPpFMr5Z5xDjemTKI=
Rome Ravine,https://thegoodride.com/snowboard-reviews/rome-ravine-2019-snowboard-review,None,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Directional Camber,Setback -15mm,Feels Light,Good,Great,Great,Average,Good,Good,Good,Average,Good,['2019'],mens,8vpNwmfongnjfdV+L1Auevfh5tQ=
Rome Sawtooth,https://thegoodride.com/snowboard-reviews/rome-sawtooth-2017-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,10-12,None,Directional,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Great,Good,Average,Good,Poor,Good,['2017'],mens,CHROiQMc0Sua/1VurJd7mOymCi8=
Rome Warden,https://thegoodride.com/snowboard-reviews/rome-warden-2020-snowboard-review,None,All Mountain,Advanced - Expert,"8-10, 10-12",None,Directional Twin,Mostly Camber,Centered,Feels Normal,Good,Great,Great,Good,Good,Good,Good,Average,Great,['2020'],mens,4lpQm5eEBlRuaxiZgaLzH1jA1J0=
Rossignol Angus,https://thegoodride.com/snowboard-reviews/rossignol-angus-2010-2019-snowboard-review,It´s OK,All Mountain,Intermediate - Expert,"8-10, 10-12",Taiwan or China,Directional Twin,Hybrid Camber,Setback -15mm,Feels Normal,Good,Average,Average,Good,Good,Good,Good,Good,Great,"['2010', '2019']",mens,V4AcXEGXmUvx7OPzC+GTMFq6pgM=
Rossignol Jibsaw,https://thegoodride.com/snowboard-reviews/rossignol-jibsaw-2012-2018-snowboard-review,Loved it!,Freestyle,Intermediate - Expert,"8-10, 10-12",Taiwan or China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Good,Great,"['2012', '2018']",mens,JJWw+G295Jx+2jl6io2TKC1l0kQ=
Rossignol Jibsaw Heavy Duty,https://thegoodride.com/snowboard-reviews/rossignol-jibsaw-heavy-duty-2017-snowboard-review,Liked it!,All Mountain Freestyle,Beginner - Expert,8-10,China,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Good,Good,Great,Good,Good,Great,['2017'],mens,ABln8DhZ3EE+Guu8ogb64OZKaCE=
Rossignol  Krypto,https://thegoodride.com/snowboard-reviews/rossignol-krypto-2012-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",China or Taiwan,Tapered Directional,Hybrid Camber,Setback -20mm,Feels Normal,Good,Great,Great,Great,Average,Average,Average,Poor,Average,"['2012', '2019']",mens,ceSqCf+7TGufHLidigcx7G2ARTA=
Rossignol One LF,https://thegoodride.com/snowboard-reviews/rossignol-one-lf-2010-2019-snowboard-review,Loved it!,All Mountain,Beginner - Expert,"8-10, 10-12, > 12",Taiwan or China,Directional Twin,Hybrid Camber,Setback -12.5mm,Feels Normal,Good,Good,Good,Great,Great,Good,Good,Average,Great,"['2010', '2019']",mens,CIHPCf9KDd9v0XpVsXsv+mlf1CE=
Rossignol Retox,https://thegoodride.com/snowboard-reviews/rossignol-retox-2010-2019-snowboard-review,Liked it!,Freestyle,Advanced - Expert,8-10,Taiwan or China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Average,Good,Great,Good,Great,Good,"['2010', '2019']",mens,MT4CrPUXv/7jqrVbHOEkUz/Z730=
Rossignol Templar,https://thegoodride.com/snowboard-reviews/rossignol-templar-2013-2019-snowboard-review,Liked it!,All Mountain,Beginner - Intermediate,"8-10, 10-12",Taiwan or China,Twinish,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Average,Good,Great,"['2013', '2019']",mens,1b62aPTVhHuZUJ6CPnxoww8ZfQ8=
Rossignol XV,https://thegoodride.com/snowboard-reviews/rossignol-xv-2014-2020-snowboard-review,Loved it!,Freeride,Advanced - Expert,"8-10, 10-12",Taiwan or China,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Great,Good,Good,Great,Good,Average,Average,Poor,Average,"['2014', '2020']",mens,huzThybefTV44S7MHYcFB3mssX0=
Rossignol XV Sashimi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sashimi-2020-snowboard-review,Liked it!,Alternative Freeride,Intermediate - Expert,8-10,China,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Great,Good,Great,Poor,Good,Average,Good,['2020'],mens,LbGn9FnNkMT0xi+6++a7GxoaOtU=
Rossignol XV Sushi,https://thegoodride.com/snowboard-reviews/rossignol-xv-sushi-2018-2020-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Great,Great,Good,Good,Good,Poor,Average,Poor,Average,"['2018', '2020']",mens,zcma5HAXPh0yut0Wk0MfpGe9vJ0=
Salomon Assassin,https://thegoodride.com/snowboard-reviews/salomon-assassin-2014-2019-snowboard-review,Loved it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",None,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Great,Good,Good,Good,Great,Great,Good,Great,"['2014', '2019']",mens,sn7GRfATzHJXws7Iw5/Z2ScVbFU=
Salomon Assassin Pro,https://thegoodride.com/snowboard-reviews/salomon-assassin-pro-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"< 8, 8-10, 10-12",None,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Great,Good,Good,Average,Great,Great,Average,Great,['2019'],mens,zUh8BINyZrwtJpcLzny5T20/cRg=
Salomon First Call,https://thegoodride.com/snowboard-reviews/salomon-first-call-2018-snowboard-review,Liked it!,Freeride,Intermediate - Expert,"8-10, 10-12",None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Great,Good,Good,Great,Good,Good,Average,Good,['2018'],mens,3+g7DcnW2yYPAFe1xzkUPyqxeFo=
Salomon HPS x Asmo,https://thegoodride.com/snowboard-reviews/salomon-hps-x-asmo-2020-snowboard-review,None,Alternative Freeride,Advanced - Expert,"8-10, 10-12, > 12",None,Tapered Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Excellent,Good,Good,Good,Average,Poor,Good,Poor,Poor,['2020'],mens,JaiZ2+WPbtvms0Uj2L/Rfz/LeUM=
Salomon Huck Knife,https://thegoodride.com/snowboard-reviews/salomon-huck-knife-2017-snowboard-review,Pretty Good,Freestyle,Advanced - Expert,"8-10, 10-12",China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Good,Great,Great,Good,Great,['2017'],mens,hPaL1qqJuHVXVgH25JpBW79JFT4=
Salomon Huck Knife Pro,https://thegoodride.com/snowboard-reviews/salomon-huck-knife-pro-2020-snowboard-review,None,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",China,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Good,Poor,Great,Great,Good,Great,['2020'],mens,hIrs+Maiz9H5wkluzPrlsIxNOTY=
Salomon SickStick 151,https://thegoodride.com/snowboard-reviews/salomon-sickstick-151-2018-2019-snowboard-review,Loved it!,Alternative Freeride,Intermediate - Expert,"8-10, 10-12",None,Tapered Directional,Hybrid Camber,Centered,Feels Normal,Good,Great,Great,Good,Average,Good,Good,Average,Good,"['2018', '2019']",mens,9j4eqdl/NjQ9FwQ+FSrbso5WXDk=
Salomon SickStick,https://thegoodride.com/snowboard-reviews/salomon-sickstick-2010-2018-snowbard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Flat to Rocker,Centered,Feels Light,Good,Great,Great,Good,Good,Good,Good,Average,Average,"['2010', '2018']",mens,3J15tiHPXCfA5RgZVGZuLvH2eAY=
Salomon Speedway,https://thegoodride.com/snowboard-reviews/salomon-speedway-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",None,Tapered Directional,Mostly Camber,Setback -20mm,Feels Light,Good,Great,Great,Great,Average,Average,Good,Poor,Average,['2019'],mens,I/pmeiSbNS+nVtnEb05js8y5q0o=
Salomon Super 8,https://thegoodride.com/snowboard-reviews/salomon-super-8-2016-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",China,Tapered Directional,Directional Camber,Setback -15mm,Feels Normal,Good,Great,Great,Great,Great,Good,Good,Average,Good,"['2016', '2019']",mens,TGVPB1+XRfwBjLeXc6eSlENngvQ=
Salomon Taka X Wolle,https://thegoodride.com/snowboard-reviews/salomon-taka-x-wolle-2019-2020-snowboard-review,Pretty Good,Freeride,Intermediate - Expert,8-10,None,Tapered Directional,Directional Camber,Setback over 20mm,Feels Normal,Great,Great,Good,Good,Average,Average,Good,Poor,Good,"['2019', '2020']",mens,c08xyY44qxilh7NsPUSv0lDxaxU=
Salomon Ultimate Ride,https://thegoodride.com/snowboard-reviews/salomon-ultimate-ride-2017-snowboard-review,Pretty Good,All Mountain,Advanced - Expert,"8-10, 10-12",China,Directional Twin,Mostly Camber,Centered,Feels Normal,Poor,Great,Great,Great,Average,Great,Great,Average,Great,['2017'],mens,ednR/a8MwvVQu7Vixm6xWueSZtA=
Salomon  Villain,https://thegoodride.com/snowboard-reviews/salomon-villain-2013-2018-snowboard-review,Liked it!,Freestyle,Advanced - Expert,"8-10, 10-12",None,True Twin,Mostly Camber,Centered,Feels Normal,Poor,Good,Good,Average,Average,Great,Great,Good,Great,"['2013', '2018']",mens,eSN8SuBwBToijfjMiMOKj4skHGU=
Signal Disruptor,https://thegoodride.com/snowboard-reviews/signal-disruptor-2017-2018-snowboard-review,Loved it!,All Mountain Freestyle,Advanced - Expert,"8-10, 10-12",USA,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Excellent,Great,Great,Good,Great,Excellent,Average,Excellent,"['2017', '2018']",mens,+9Sg5G0+fCur6Q6OABo5/5XUaqI=
Signal John Jackson Sierra,https://thegoodride.com/snowboard-reviews/signal-john-jackson-sierra-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",USA,Directional,Traditional Camber,Setback -10mm,Feels Light,Poor,Great,Great,Good,Great,Good,Good,Good,Great,[],mens,DaOzKps+6ERf9+/uGcystdN4g7g=
Signal Park,https://thegoodride.com/snowboard-reviews/signal-park-snowboard-review-and-buying-advice,Loved it!,Freestyle,Advanced - Expert,"8-10, 10-12",USA,True Twin,Traditional Camber,Centered,Feels Normal,Poor,Great,Great,Good,Good,Great,Great,Excellent,Good,[],mens,FTM5HpMf+PfUxjNoMOBMXih9wf8=
Signal Yup,https://thegoodride.com/snowboard-reviews/signal-yup-snowboard-review-and-buying-advice,Liked it!,Freeride,Advanced - Expert,8-10,None,Tapered Directional,Traditional Camber,Setback over 20mm,Feels Normal,Good,Great,Great,Great,Great,Good,Good,Average,Good,[],mens,1g8gM29+/CCHCCS4g2xWxcRiS3o=
Sims Blade,https://thegoodride.com/snowboard-reviews/sims-blade-2017-2018-snowboard-review,Loved it!,All Mountain,Advanced - Expert,"8-10, 10-12, > 12",USA by Never Summer,Directional,Directional Camber,Setback -20mm,Feels Normal,Good,Great,Excellent,Great,Good,Average,Good,Poor,Good,"['2017', '2018']",mens,zWF+ofqB0eHeY3RVTIWEBKJTLto=
Sims Dealers Choice,https://thegoodride.com/snowboard-reviews/sims-dealers-choice-2017-snowboard-review,Liked it!,All Mountain Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Directional Twin,Hybrid Camber,Centered,Feels Normal,Good,Good,Good,Good,Good,Great,Good,Good,Good,['2017'],mens,sgmMONa/eoanpq/v06XHmP7rUa4=
Sims Juice,https://thegoodride.com/snowboard-reviews/sims-juice-2017-snowboard-review,Liked it!,Freestyle,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,True Twin,Hybrid Camber,Centered,Feels Normal,Average,Good,Good,Average,Good,Great,Good,Good,Good,['2017'],mens,WbfLVWw13yXNux3FblbctWvEPpU=
Sims Terry Kidwell RT2,https://thegoodride.com/snowboard-reviews/sims-terry-kidwell-rt2-2019-snowboard-review,Liked it!,Freeride,Advanced - Expert,"8-10, 10-12",USA by Never Summer,Tapered Directional,Mostly Camber,None,Feels Normal,Good,Great,Great,Great,Good,Good,Good,Average,Good,['2019'],mens,a4gi+jxLxJBd005S1UNbEFlN3+o=
Sims Tom Sims,https://thegoodride.com/snowboard-reviews/sims-tom-sims-2018-2019-snowboard-review,Liked it!,All Mountain,Intermediate - Expert,"8-10, 10-12",USA by Never Summer,Directional,Hybrid Camber,Setback over 20mm,Feels Normal,Good,Good,Good,Good,Great,Good,Good,Average,Good,"['2018', '2019']",mens,eRpl8gHjVdBBG4RwBi48VtaI3xI=
Slash ATV,https://thegoodride.com/snowboard-reviews/slash-atv-2013-2019-snowboard-review,Liked it!,All Mountain,Advanced - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Traditional Camber,Setback -20mm,Feels Normal,Poor,Excellent,Great,Great,Good,Good,Excellent,Average,Excellent,"['2013', '2019']",mens,zEDUhG6KKV4Wfibh0k237vpPBks=
Slash Aurora,https://thegoodride.com/snowboard-reviews/slash-aurora-review-and-buying-advice,Pretty Good,All Mountain,Advanced - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Mostly Camber,Setback -15mm,Feels Normal,Average,Good,Good,Excellent,Average,Good,Good,Average,Good,[],mens,KH+Xcct/WBrPzsUV+R4mbX9pLnQ=
Slash Brain Storm,https://thegoodride.com/snowboard-reviews/slash-brain-storm-2015-2019-snowboard-review,Liked it!,All Mountain,Beginner - Expert,"8-10, 10-12",Tunisia by Nidecker,Directional Twin,Hybrid Camber,Setback -20mm,Feels Normal,Good,Good,Average,Good,Great,Good,Good,Average,Good,"['2015', '2019']",mens,MfhEHMdr2IXxR6TK9ptRQOHlWxw=
